schema_name,table_name,db_column_ordinal,db_column_name,pg_type,pdf_table_no,pdf_table_title,pdf_record_length,tecdoc_physical_order,pos_0based_start,pos_0based_end_exclusive,pos_0based_range,pos_1based_from,pos_1based_to_inclusive,pos_1based_range_inclusive,field_length,tecdoc_field_type,tecdoc_name,tecdoc_old_name,postgresql_substring_example,mapping_note
tecdoc_gheorghe,t001,1,dlnr,varchar(4),001,Header,58,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DlNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t001,2,sa,varchar(3),001,Header,58,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t001,3,release,varchar(4),001,Header,58,3,7,11,7-10,8,11,8-11,4,N,Data Release,Data Release,trim(substring($1::text FROM 8 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t001,4,datum,varchar(8),001,Header,58,4,11,19,11-18,12,19,12-19,8,N,VersionDate,Datum,trim(substring($1::text FROM 12 FOR 8)),matched_pdf_field
tecdoc_gheorghe,t001,5,kzvoll,varchar(1),001,Header,58,5,19,20,19-19,20,20,20-20,1,N,Full KZVoll,,trim(substring($1::text FROM 20 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t001,6,khernr,varchar(6),001,Header,58,6,20,26,20-25,21,26,21-26,6,N,ManNo,HerNr,trim(substring($1::text FROM 21 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t001,7,marke,varchar(20),001,Header,58,7,26,46,26-45,27,46,27-46,20,U,BrandName,Marke,trim(substring($1::text FROM 27 FOR 20)),matched_pdf_field
tecdoc_gheorghe,t001,8,referenzdat,varchar(4),001,Header,58,8,46,50,46-49,47,50,47-50,4,N,RefDataVersion,Referenzdaten,trim(substring($1::text FROM 47 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t001,9,vorversion,varchar(4),001,Header,58,9,50,54,50-53,51,54,51-54,4,N,Reserved,Vorversion,trim(substring($1::text FROM 51 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t001,10,format,varchar(3),001,Header,58,10,54,57,54-56,55,57,55-57,3,C,Format,Format,trim(substring($1::text FROM 55 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t001,11,lflag,varchar(1),001,Header,58,11,57,58,57-57,58,58,58-58,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 58 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t010,1,lkz,varchar(3),010,Country Table,71,4,29,32,29-31,30,32,30-32,3,C,CountryCode,CountryCode,trim(substring($1::text FROM 30 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t010,2,reserviert,varchar(22),010,Country Table,71,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t010,3,dlnr,varchar(4),010,Country Table,71,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t010,4,sa,varchar(3),010,Country Table,71,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t010,5,verkehr,varchar(1),010,Country Table,71,6,41,42,41-41,42,42,42-42,1,C,Traffic,Verkehr,trim(substring($1::text FROM 42 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t010,6,warnr,varchar(3),010,Country Table,71,7,42,45,42-44,43,45,43-45,3,N,CurNo,WarNr,trim(substring($1::text FROM 43 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t010,7,wkz,varchar(3),010,Country Table,71,8,45,48,45-47,46,48,46-48,3,C,CurCode,WKZ,trim(substring($1::text FROM 46 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t010,8,warbeznr,varchar(9),010,Country Table,71,9,48,57,48-56,49,57,49-57,9,N,CurTermNo,WarBezNr,trim(substring($1::text FROM 49 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t010,9,vorwahl,varchar(5),010,Country Table,71,10,57,62,57-61,58,62,58-62,5,C,AreaCode,Vorwahl,trim(substring($1::text FROM 58 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t010,10,lstgruppe,varchar(1),010,Country Table,71,11,62,63,62-62,63,63,63-63,1,N,IsGroup,IstGruppe,trim(substring($1::text FROM 63 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t010,11,isocode2,varchar(2),010,Country Table,71,12,63,65,63-64,64,65,64-65,2,C,ISOCode2,ISOCode2,trim(substring($1::text FROM 64 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t010,12,isocode3,varchar(3),010,Country Table,71,13,65,68,65-67,66,68,66-68,3,C,ISOCode3,ISOCode3,trim(substring($1::text FROM 66 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t010,13,isocodenr,varchar(3),010,Country Table,71,14,68,71,68-70,69,71,69-71,3,N,ISOCodeNo,ISOCodeNr,trim(substring($1::text FROM 69 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t010,14,lflag,varchar(1),010,Country Table,71,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t010,15,beznr,varchar(9),010,Country Table,71,5,32,41,32-40,33,41,33-41,9,N,TermNo,BezNr,trim(substring($1::text FROM 33 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t012,1,lbeznr,varchar(9),012,Country and Language-dependent Descriptions,104,4,29,38,29-37,30,38,30-38,9,N,CTermNo,LBezNr,trim(substring($1::text FROM 30 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t012,2,lkz,varchar(3),012,Country and Language-dependent Descriptions,104,5,38,41,38-40,39,41,39-41,3,C,CountryCode,LKZ,trim(substring($1::text FROM 39 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t012,3,sprachnr,varchar(3),012,Country and Language-dependent Descriptions,104,6,41,44,41-43,42,44,42-44,3,N,LanguageNo,LangNo,trim(substring($1::text FROM 42 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t012,4,reserviert,varchar(22),012,Country and Language-dependent Descriptions,104,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t012,5,dlnr,varchar(4),012,Country and Language-dependent Descriptions,104,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t012,6,sa,varchar(3),012,Country and Language-dependent Descriptions,104,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t012,7,bez,varchar(60),012,Country and Language-dependent Descriptions,104,7,44,104,44-103,45,104,45-104,60,U,Term Bez,,trim(substring($1::text FROM 45 FOR 60)),matched_pdf_field
tecdoc_gheorghe,t012,8,lflag,varchar(1),012,Country and Language-dependent Descriptions,104,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t014,1,dokumentenart,varchar(2),014,Document Types,43,4,29,31,29-30,30,31,30-31,2,N,DocType,DokumentenArt,trim(substring($1::text FROM 30 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t014,2,reserviert,varchar(22),014,Document Types,43,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t014,3,dlnr,varchar(4),014,Document Types,43,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t014,4,sa,varchar(3),014,Document Types,43,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t014,5,beznr,varchar(9),014,Document Types,43,5,31,40,31-39,32,40,32-40,9,N,TermNo,BezNr,trim(substring($1::text FROM 32 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t014,6,extension,varchar(3),014,Document Types,43,6,40,43,40-42,41,43,41-43,3,C,Extension,Extension,trim(substring($1::text FROM 41 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t020,1,sprachnr,varchar(3),020,Language,47,4,29,32,29-31,30,32,30-32,3,N,LangNo,SprachNr,trim(substring($1::text FROM 30 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t020,2,reserviert,varchar(22),020,Language,47,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserved,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t020,3,dlnr,varchar(4),020,Language,47,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t020,4,sa,varchar(3),020,Language,47,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t020,5,isocode,varchar(2),020,Language,47,6,41,43,41-42,42,43,42-43,2,C,ISOCode,ISO Code,trim(substring($1::text FROM 42 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t020,6,codepage,varchar(4),020,Language,47,7,43,47,43-46,44,47,44-47,4,N,Codepage,Codepage,trim(substring($1::text FROM 44 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t020,7,beznr,varchar(9),020,Language,47,5,32,41,32-40,33,41,33-41,9,N,TermNo,BezNr,trim(substring($1::text FROM 33 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t030,1,beznr,varchar(9),030,Language Descriptions,102,4,29,38,29-37,30,38,30-38,9,N,TermNo,BezNr,trim(substring($1::text FROM 30 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t030,2,sprachnr,varchar(3),030,Language Descriptions,102,5,38,41,38-40,39,41,39-41,3,N,LangNo,SprachNr,trim(substring($1::text FROM 39 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t030,3,reserviert,varchar(22),030,Language Descriptions,102,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserved,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t030,4,dlnr,varchar(4),030,Language Descriptions,102,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t030,5,sa,varchar(3),030,Language Descriptions,102,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t030,6,bez,varchar(60),030,Language Descriptions,102,6,41,101,41-100,42,101,42-101,60,U,Term Bez,,trim(substring($1::text FROM 42 FOR 60)),matched_pdf_field
tecdoc_gheorghe,t030,7,lflag,varchar(1),030,Language Descriptions,102,7,101,102,101-101,102,102,102-102,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 102 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t040,1,adressart,varchar(3),040,Data Supplier Main Address,448,18,444,447,444-446,445,447,445-447,3,N,AdrType,Adressart,trim(substring($1::text FROM 445 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t040,2,dlnr,varchar(4),040,Data Supplier Main Address,448,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t040,3,sa,varchar(3),040,Data Supplier Main Address,448,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t040,4,bez,varchar(40),040,Data Supplier Main Address,448,3,7,47,7-46,8,47,8-47,40,U,Term1,Bez,trim(substring($1::text FROM 8 FOR 40)),matched_pdf_field
tecdoc_gheorghe,t040,5,bez2,varchar(40),040,Data Supplier Main Address,448,4,47,87,47-86,48,87,48-87,40,U,Term2,Bez2,trim(substring($1::text FROM 48 FOR 40)),matched_pdf_field
tecdoc_gheorghe,t040,6,strasse,varchar(40),040,Data Supplier Main Address,448,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t040,7,strasse2,varchar(40),040,Data Supplier Main Address,448,6,127,167,127-166,128,167,128-167,40,U,Street2,Strasse2,trim(substring($1::text FROM 128 FOR 40)),matched_pdf_field
tecdoc_gheorghe,t040,8,postfach,varchar(10),040,Data Supplier Main Address,448,7,167,177,167-176,168,177,168-177,10,U,POBox,Postfach,trim(substring($1::text FROM 168 FOR 10)),matched_pdf_field
tecdoc_gheorghe,t040,9,plzlkz,varchar(3),040,Data Supplier Main Address,448,8,177,180,177-179,178,180,178-180,3,U,CountryPrefix,PLZLKZ,trim(substring($1::text FROM 178 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t040,10,plzort,varchar(8),040,Data Supplier Main Address,448,9,180,188,180-187,181,188,181-188,8,U,PostCode,PLZOrt,trim(substring($1::text FROM 181 FOR 8)),matched_pdf_field
tecdoc_gheorghe,t040,11,plzpf,varchar(8),040,Data Supplier Main Address,448,10,188,196,188-195,189,196,189-196,8,U,PostCodePOBox,PLZPf,trim(substring($1::text FROM 189 FOR 8)),matched_pdf_field
tecdoc_gheorghe,t040,12,plzgr,varchar(8),040,Data Supplier Main Address,448,11,196,204,196-203,197,204,197-204,8,U,PostCodeCus,PLZGr,trim(substring($1::text FROM 197 FOR 8)),matched_pdf_field
tecdoc_gheorghe,t040,13,ort,varchar(40),040,Data Supplier Main Address,448,12,204,244,204-243,205,244,205-244,40,U,City1,Ort,trim(substring($1::text FROM 205 FOR 40)),matched_pdf_field
tecdoc_gheorghe,t040,14,ort2,varchar(40),040,Data Supplier Main Address,448,13,244,284,244-283,245,284,245-284,40,U,City2,Ort2,trim(substring($1::text FROM 245 FOR 40)),matched_pdf_field
tecdoc_gheorghe,t040,15,telefon,varchar(20),040,Data Supplier Main Address,448,14,284,304,284-303,285,304,285-304,20,U,Phone,Telefon,trim(substring($1::text FROM 285 FOR 20)),matched_pdf_field
tecdoc_gheorghe,t040,16,fax,varchar(20),040,Data Supplier Main Address,448,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t040,17,email,varchar(60),040,Data Supplier Main Address,448,16,324,384,324-383,325,384,325-384,60,U,Email,Email,trim(substring($1::text FROM 325 FOR 60)),matched_pdf_field
tecdoc_gheorghe,t040,18,web,varchar(60),040,Data Supplier Main Address,448,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t040,19,lflag,varchar(1),040,Data Supplier Main Address,448,19,447,448,447-447,448,448,448-448,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 448 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t042,1,dlnr,varchar(4),042,Data Supplier Logos,22,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t042,2,sa,varchar(3),042,Data Supplier Logos,22,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t042,3,lkz,varchar(3),042,Data Supplier Logos,22,3,7,10,7-9,8,10,8-10,3,C,CountryCode,LKZ,trim(substring($1::text FROM 8 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t042,4,bildnr,varchar(9),042,Data Supplier Logos,22,4,10,19,10-18,11,19,11-19,9,N,DocNo,BildNr,trim(substring($1::text FROM 11 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t042,5,dokumentenart,varchar(2),042,Data Supplier Logos,22,5,19,21,19-20,20,21,20-21,2,N,DocType,Dokumentenart,trim(substring($1::text FROM 20 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t042,6,lflag,varchar(1),042,Data Supplier Logos,22,6,21,22,21-21,22,22,22-22,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 22 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t050,1,dlnr,varchar(4),050,Criteria Table,59,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t050,2,kritnr,varchar(4),050,Criteria Table,59,3,7,11,7-10,8,11,8-11,4,N,CritNo,KritNr,trim(substring($1::text FROM 8 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t050,3,sa,varchar(3),050,Criteria Table,59,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t050,4,beznr,varchar(9),050,Criteria Table,59,4,11,20,11-19,12,20,12-20,9,N,TermNo,BezNr,trim(substring($1::text FROM 12 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t050,5,typ,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,6,maxlen,varchar(2),050,Criteria Table,59,6,21,23,21-22,22,23,22-23,2,N,MaxLen,MaxLen,trim(substring($1::text FROM 22 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t050,7,ok_artikel,varchar(1),050,Criteria Table,59,7,23,24,23-23,24,24,24-24,1,N,OKArticle,OK-Artikel,trim(substring($1::text FROM 24 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t050,8,tabnr,varchar(3),050,Criteria Table,59,8,24,27,24-26,25,27,25-27,3,N,TabNo,TabNr,trim(substring($1::text FROM 25 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t050,9,ok_nkw,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,10,ok_okw,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,11,ok_motor,varchar(1),050,Criteria Table,59,11,29,30,29-29,30,30,30-30,1,N,OKEngine,OK-Motor,trim(substring($1::text FROM 30 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t050,12,ok_fahrerhaus,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,13,stucklisten,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,14,zuberhor,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,15,mehrfach,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,16,beznrabk,varchar(9),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,17,beznreinheint,varchar(9),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,18,intervalvcriterion,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,19,nachfolhe,varchar(4),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,20,delete,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,21,ok_achse,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t050,22,lflag,varchar(1),050,Criteria Table,59,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t051,1,reserviert,varchar(22),051,Key Tables,43,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t051,2,dlnr,varchar(4),051,Key Tables,43,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t051,3,sa,varchar(3),051,Key Tables,43,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t051,4,tabnr,varchar(3),051,Key Tables,43,4,29,32,29-31,30,32,30-32,3,N,KeyTabNo,TabNr,trim(substring($1::text FROM 30 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t051,5,beznr,varchar(9),051,Key Tables,43,5,32,41,32-40,33,41,33-41,9,N,TermNo,BezNr,trim(substring($1::text FROM 33 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t051,6,tabtyp,varchar(1),051,Key Tables,43,6,41,42,41-41,42,42,42-42,1,C,KeyTabType,TabTyp,trim(substring($1::text FROM 42 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t051,7,delete,varchar(1),051,Key Tables,43,7,42,43,42-42,43,43,43-43,1,N,Delete,Delete,trim(substring($1::text FROM 43 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t051,8,lflag,varchar(1),051,Key Tables,43,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t052,1,reserviert,varchar(22),052,Key Table Entries,48,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t052,2,dlnr,varchar(4),052,Key Table Entries,48,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t052,3,sa,varchar(3),052,Key Table Entries,48,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t052,4,tabnr,varchar(3),052,Key Table Entries,48,4,29,32,29-31,30,32,30-32,3,N,KeyTabNo,TabNr,trim(substring($1::text FROM 30 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t052,5,key,varchar(3),052,Key Table Entries,48,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t052,6,beznr,varchar(9),052,Key Table Entries,48,6,35,44,35-43,36,44,36-44,9,N,TermNo,BezNr,trim(substring($1::text FROM 36 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t052,7,sortnr,varchar(3),052,Key Table Entries,48,7,44,47,44-46,45,47,45-47,3,N,SortNo,SortNr,trim(substring($1::text FROM 45 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t052,8,delete,varchar(1),052,Key Table Entries,48,8,47,48,47-47,48,48,48-48,1,N,Delete,Delete,trim(substring($1::text FROM 48 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t052,9,lflag,varchar(1),052,Key Table Entries,48,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t100,1,hernr,varchar(6),100,Manufacturer,40,3,7,13,7-12,8,13,8-13,6,N,ManNo,HerNr,trim(substring($1::text FROM 8 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t100,2,dlnr,varchar(4),100,Manufacturer,40,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t100,3,sa,varchar(3),100,Manufacturer,40,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t100,4,hkz,varchar(10),100,Manufacturer,40,4,13,23,13-22,14,23,14-23,10,U,ManCode,HKZ,trim(substring($1::text FROM 14 FOR 10)),matched_pdf_field
tecdoc_gheorghe,t100,5,lbeznr,varchar(9),100,Manufacturer,40,5,23,32,23-31,24,32,24-32,9,N,CTermNo,LBezNr,trim(substring($1::text FROM 24 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t100,6,pkw,varchar(1),100,Manufacturer,40,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t100,7,nkw,varchar(1),100,Manufacturer,40,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t100,8,vgl,varchar(1),100,Manufacturer,40,8,34,35,34-34,35,35,35-35,1,N,Compare,VGL,trim(substring($1::text FROM 35 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t100,9,achse,varchar(1),100,Manufacturer,40,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t100,10,getriebe,varchar(1),100,Manufacturer,40,11,37,38,37-37,38,38,38-38,1,N,Transmission,Getriebe,trim(substring($1::text FROM 38 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t100,11,motor,varchar(1),100,Manufacturer,40,10,36,37,36-36,37,37,37-37,1,N,Engine,Motor,trim(substring($1::text FROM 37 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t100,12,transporter,varchar(1),100,Manufacturer,40,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t100,13,delete,varchar(1),100,Manufacturer,40,13,39,40,39-39,40,40,40-40,1,N,Delete,Delete,trim(substring($1::text FROM 40 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t100,14,lflag,varchar(1),100,Manufacturer,40,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t110,1,kmodnr,varchar(5),110,Vehicle Model Series,47,3,7,12,7-11,8,12,8-12,5,N,KModNo,KModNr,trim(substring($1::text FROM 8 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t110,2,hernr,varchar(6),110,Vehicle Model Series,47,5,21,27,21-26,22,27,22-27,6,N,ManNo,HerNr,trim(substring($1::text FROM 22 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t110,3,dlnr,varchar(4),110,Vehicle Model Series,47,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t110,4,sa,varchar(3),110,Vehicle Model Series,47,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t110,5,lbeznr,varchar(9),110,Vehicle Model Series,47,4,12,21,12-20,13,21,13-21,9,N,CTermNo,LBezNr,trim(substring($1::text FROM 13 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t110,6,sortnr,varchar(3),110,Vehicle Model Series,47,6,27,30,27-29,28,30,28-30,3,N,SortNo,SortNr,trim(substring($1::text FROM 28 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t110,7,bjvon,varchar(6),110,Vehicle Model Series,47,7,30,36,30-35,31,36,31-36,6,N,ModYFrom,Bjvon,trim(substring($1::text FROM 31 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t110,8,bjbis,varchar(6),110,Vehicle Model Series,47,8,36,42,36-41,37,42,37-42,6,N,ModYTo,BJBis,trim(substring($1::text FROM 37 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t110,9,pkw,varchar(1),110,Vehicle Model Series,47,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t110,10,nkw,varchar(1),110,Vehicle Model Series,47,10,43,44,43-43,44,44,44-44,1,N,CV,NKW,trim(substring($1::text FROM 44 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t110,11,achse,varchar(1),110,Vehicle Model Series,47,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
