schema_name,table_name,db_column_ordinal,db_column_name,pg_type,pdf_table_no,pdf_table_title,pdf_record_length,tecdoc_physical_order,pos_0based_start,pos_0based_end_exclusive,pos_0based_range,pos_1based_from,pos_1based_to_inclusive,pos_1based_range_inclusive,field_length,tecdoc_field_type,tecdoc_name,tecdoc_old_name,postgresql_substring_example,mapping_note
tecdoc_gheorghe,t215,5,lkz,varchar(3),215,Parts Lists Country Restrictions,37,5,32,35,32-34,33,35,33-35,3,C,CountryCode,LKZ,trim(substring($1::text FROM 33 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t215,6,exclude,varchar,215,Parts Lists Country Restrictions,37,6,35,36,35-35,36,36,36-36,1,N,Exclude,Exclude,trim(substring($1::text FROM 36 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t215,7,losch_flag,varchar(1),215,Parts Lists Country Restrictions,37,7,36,37,36-36,37,37,37-37,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 37 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t231,1,bildnr,varchar(9),231,Graphics / Documents,400,4,29,38,29-37,30,38,30-38,9,N,DocNo,BildNr,trim(substring($1::text FROM 30 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t231,2,dokumentenart,varchar(2),231,Graphics / Documents,400,5,38,40,38-39,39,40,39-40,2,N,DocType,Dokumentenart,trim(substring($1::text FROM 39 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t231,3,sprachnr,varchar(3),231,Graphics / Documents,400,6,40,43,40-42,41,43,41-43,3,N,LangNo,LangNo,trim(substring($1::text FROM 41 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t231,4,dlnr,varchar(4),231,Graphics / Documents,400,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t231,5,reserviert,varchar(22),231,Graphics / Documents,400,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t231,6,sa,varchar(3),231,Graphics / Documents,400,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t231,7,bildname,varchar(30),231,Graphics / Documents,400,7,43,73,43-72,44,73,44-73,30,U,DocName,Bildname,trim(substring($1::text FROM 44 FOR 30)),matched_pdf_field
tecdoc_gheorghe,t231,8,bildtype,varchar(3),231,Graphics / Documents,400,8,73,76,73-75,74,76,74-76,3,N,DocContentType,BildType,trim(substring($1::text FROM 74 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t231,9,beznorm,varchar(3),231,Graphics / Documents,400,9,76,79,76-78,77,79,77-79,3,N,DocTermNorm,BezNorm,trim(substring($1::text FROM 77 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t231,10,breit,varchar(4),231,Graphics / Documents,400,10,79,83,79-82,80,83,80-83,4,N,Width,Breit,trim(substring($1::text FROM 80 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t231,11,hoch,varchar(4),231,Graphics / Documents,400,11,83,87,83-86,84,87,84-87,4,N,Height,Hoch,trim(substring($1::text FROM 84 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t231,12,farben,varchar(3),231,Graphics / Documents,400,12,87,90,87-89,88,90,88-90,3,N,Colors,Farben,trim(substring($1::text FROM 88 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t231,13,beznr,varchar(9),231,Graphics / Documents,400,13,90,99,90-98,91,99,91-99,9,N,TermNo,BezNr,trim(substring($1::text FROM 91 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t231,14,lflag,varchar(1),231,Graphics / Documents,400,14,99,100,99-99,100,100,100-100,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 100 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t231,15,url,varchar(255),231,Graphics / Documents,400,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t232,1,artnr_dlnr_sortnr,varchar(29),232,Allocation of Graphics to Article Numbers,47,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t232,2,artnr,varchar(22),232,Allocation of Graphics to Article Numbers,47,1,0,22,0-21,1,22,1-22,22,U,ArtNo,ArtNr,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t232,3,dlnr,varchar(4),232,Allocation of Graphics to Article Numbers,47,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t232,4,lkz,varchar(3),232,Allocation of Graphics to Article Numbers,47,5,31,34,31-33,32,34,32-34,3,C,CountryCode,LKZ,trim(substring($1::text FROM 32 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t232,5,sa,varchar(3),232,Allocation of Graphics to Article Numbers,47,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t232,6,exclude,varchar,232,Allocation of Graphics to Article Numbers,47,6,34,35,34-34,35,35,35-35,1,N,Exclude,Exclude,trim(substring($1::text FROM 35 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t232,7,bildnr,varchar(9),232,Allocation of Graphics to Article Numbers,47,7,35,44,35-43,36,44,36-44,9,N,DocNo,BildNr,trim(substring($1::text FROM 36 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t232,8,dokumentenart,varchar(2),232,Allocation of Graphics to Article Numbers,47,8,44,46,44-45,45,46,45-46,2,N,DocType,DokumentenArt,trim(substring($1::text FROM 45 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t232,9,lflag,varchar(1),232,Allocation of Graphics to Article Numbers,47,9,46,47,46-46,47,47,47-47,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 47 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t232,10,sortnr,varchar(2),232,Allocation of Graphics to Article Numbers,47,4,29,31,29-30,30,31,30-31,2,N,SortNo,SortNr,trim(substring($1::text FROM 30 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t320,1,genartnr,varchar(5),320,Generic Articles,41,3,7,12,7-11,8,12,8-12,5,N,GenArtNo,GenArtNr,trim(substring($1::text FROM 8 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t320,2,nartnr,varchar(5),320,Generic Articles,41,4,12,17,12-16,13,17,13-17,5,N,NormTermNo,NartNr,trim(substring($1::text FROM 13 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t320,3,bgnr,varchar(4),320,Generic Articles,41,5,17,21,17-20,18,21,18-21,4,N,AssGrpNo,BgNr,trim(substring($1::text FROM 18 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t320,4,dlnr,varchar(4),320,Generic Articles,41,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t320,5,sa,varchar(3),320,Generic Articles,41,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t320,6,verwnr,varchar(4),320,Generic Articles,41,6,21,25,21-24,22,25,22-25,4,N,UsageNo,VerwNr,trim(substring($1::text FROM 22 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t320,7,beznr,varchar(9),320,Generic Articles,41,7,25,34,25-33,26,34,26-34,9,N,TermNo,BezNr,trim(substring($1::text FROM 26 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t320,8,ok_pkw,varchar(1),320,Generic Articles,41,8,34,35,34-34,35,35,35-35,1,N,OK_PC,OK_PKW,trim(substring($1::text FROM 35 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t320,9,ok_nkw,varchar(1),320,Generic Articles,41,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t320,10,ok_motor,varchar(1),320,Generic Articles,41,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t320,11,ok_universal,varchar(1),320,Generic Articles,41,11,37,38,37-37,38,38,38-38,1,N,OK-Universal,OK-Universal,trim(substring($1::text FROM 38 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t320,12,ok_fzgunab,varchar(1),320,Generic Articles,41,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t320,13,delete,varchar(1),320,Generic Articles,41,13,39,40,39-39,40,40,40-40,1,N,Delete,Delete,trim(substring($1::text FROM 40 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t320,14,ok_achse,varchar(1),320,Generic Articles,41,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t320,15,lflag,varchar(1),320,Generic Articles,41,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t323,1,nartnr,varchar(5),323,Standardised Article Description,43,4,29,34,29-33,30,34,30-34,5,N,NormTermNo,NartNr,trim(substring($1::text FROM 30 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t323,2,reserviert,varchar(22),323,Standardised Article Description,43,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t323,3,dlnr,varchar(4),323,Standardised Article Description,43,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t323,4,sa,varchar(3),323,Standardised Article Description,43,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t323,5,beznr,varchar(9),323,Standardised Article Description,43,5,34,43,34-42,35,43,35-43,9,N,TermNo,BezNr,trim(substring($1::text FROM 35 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t323,6,lflag,varchar(1),323,Standardised Article Description,43,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t324,1,bgnr,varchar(4),324,Assembly Groups,42,4,29,33,29-32,30,33,30-33,4,N,AssGrpNo,BgNr,trim(substring($1::text FROM 30 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t324,2,reserviert,varchar(22),324,Assembly Groups,42,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t324,3,dlnr,varchar(4),324,Assembly Groups,42,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t324,4,sa,varchar(3),324,Assembly Groups,42,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t324,5,beznr,varchar(9),324,Assembly Groups,42,5,33,42,33-41,34,42,34-42,9,N,TermNo,BezNr,trim(substring($1::text FROM 34 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t400,1,artnr_dlnr_genartnr_vknzielart_vknzielnr_lfdnr,varchar(52),400,Article Linkage,56,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t400,2,artnr,varchar(22),400,Article Linkage,56,1,0,22,0-21,1,22,1-22,22,U,ArtNo,ArtNr,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t400,3,dlnr,varchar(4),400,Article Linkage,56,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t400,4,vknzielnr,integer,400,Article Linkage,56,6,37,46,37-45,38,46,38-46,9,N,LnkTargetNo,VknZielNr,trim(substring($1::text FROM 38 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t400,5,genartnr,varchar(5),400,Article Linkage,56,4,29,34,29-33,30,34,30-34,5,N,GenArtNo,GenArtNr,trim(substring($1::text FROM 30 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t400,6,sa,varchar(3),400,Article Linkage,56,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t400,7,lflag,varchar(1),400,Article Linkage,56,8,55,56,55-55,56,56,56-56,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 56 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t400,8,vknzielart,varchar(3),400,Article Linkage,56,5,34,37,34-36,35,37,35-37,3,N,LnkTargetType,VknZielArt,trim(substring($1::text FROM 35 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t400,9,lfdnr,varchar(9),400,Article Linkage,56,7,46,55,46-54,47,55,47-55,9,N,SeqNo,LfdNr,trim(substring($1::text FROM 47 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t403,1,artnr,varchar(22),403,Country restriction of the linkage,60,1,0,22,0-21,1,22,1-22,22,U,ArtNo,ArtNr,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t403,2,dlnr,varchar(4),403,Country restriction of the linkage,60,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t403,3,sa,varchar(3),403,Country restriction of the linkage,60,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t403,4,genartnr,varchar(5),403,Country restriction of the linkage,60,4,29,34,29-33,30,34,30-34,5,N,GenArtNo,GenArtNr,trim(substring($1::text FROM 30 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t403,5,vknzielart,varchar(3),403,Country restriction of the linkage,60,5,34,37,34-36,35,37,35-37,3,N,LnkTargetType,VknZielArt,trim(substring($1::text FROM 35 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t403,6,vknzielnr,integer,403,Country restriction of the linkage,60,6,37,46,37-45,38,46,38-46,9,N,LnkTargetNo,VknZielNr,trim(substring($1::text FROM 38 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t403,7,lfdnr,varchar(9),403,Country restriction of the linkage,60,7,46,55,46-54,47,55,47-55,9,N,SeqNo,LfdNr,trim(substring($1::text FROM 47 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t403,8,lkz,varchar(3),403,Country restriction of the linkage,60,8,55,58,55-57,56,58,56-58,3,C,CountryCode,LKZ,trim(substring($1::text FROM 56 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t403,9,exclude,varchar,403,Country restriction of the linkage,60,9,58,59,58-58,59,59,59-59,1,N,Exclude,Exclude,trim(substring($1::text FROM 59 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t403,10,losch_flag,varchar(1),403,Country restriction of the linkage,60,10,59,60,59-59,60,60,60-60,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 60 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t410,1,artnr,varchar(22),410,Linkage attributes,88,1,0,22,0-21,1,22,1-22,22,U,ArtNo,ArtNr,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t410,2,dlnr,varchar(4),410,Linkage attributes,88,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t410,3,sa,varchar(3),410,Linkage attributes,88,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t410,4,genartnr,varchar(5),410,Linkage attributes,88,4,29,34,29-33,30,34,30-34,5,N,GenArtNo,GenArtNr,trim(substring($1::text FROM 30 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t410,5,vknzielart,varchar(3),410,Linkage attributes,88,5,34,37,34-36,35,37,35-37,3,N,LnkTargetType,VknZielArt,trim(substring($1::text FROM 35 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t410,6,vknzielnr,integer,410,Linkage attributes,88,6,37,46,37-45,38,46,38-46,9,N,LnkTargetNo,VknZielNr,trim(substring($1::text FROM 38 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t410,7,lfdnr,varchar(9),410,Linkage attributes,88,7,46,55,46-54,47,55,47-55,9,N,SeqNo,LfdNr,trim(substring($1::text FROM 47 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t410,8,sortnr,varchar(3),410,Linkage attributes,88,8,55,58,55-57,56,58,56-58,3,N,SortNo,SortNr,trim(substring($1::text FROM 56 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t410,9,kritnr,varchar(4),410,Linkage attributes,88,9,58,62,58-61,59,62,59-62,4,N,CritNo,KritNr,trim(substring($1::text FROM 59 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t410,10,kritwert,varchar(20),410,Linkage attributes,88,10,62,82,62-81,63,82,63-82,20,C,CritVal,KritWert,trim(substring($1::text FROM 63 FOR 20)),matched_pdf_field
tecdoc_gheorghe,t410,11,anzsofort,varchar(1),410,Linkage attributes,88,11,82,83,82-82,83,83,83-83,1,N,FirstPage,AnzSofort,trim(substring($1::text FROM 83 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t410,12,lkz,varchar(3),410,Linkage attributes,88,12,83,86,83-85,84,86,84-86,3,C,CountryCode,LKZ,trim(substring($1::text FROM 84 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t410,13,exclude,varchar,410,Linkage attributes,88,13,86,87,86-86,87,87,87-87,1,N,Exclude,Exclude,trim(substring($1::text FROM 87 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t410,14,lflag,varchar(1),410,Linkage attributes,88,14,87,88,87-87,88,88,88-88,1,N,DeleteFlag,Lösch -Flag,trim(substring($1::text FROM 88 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t532,1,reserviert,varchar(22),532,CV Types,104,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t532,2,dlnr,varchar(4),532,CV Types,104,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t532,3,sa,varchar(3),532,CV Types,104,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t532,4,ktypnr,integer,532,CV Types,104,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t532,5,kmodnr,varchar(5),532,CV Types,104,5,38,43,38-42,39,43,39-43,5,N,KModNo,KModNr,trim(substring($1::text FROM 39 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t532,6,sort,varchar(4),532,CV Types,104,6,43,47,43-46,44,47,44-47,4,N,SortNo,Sort,trim(substring($1::text FROM 44 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t532,7,lbeznr,varchar(9),532,CV Types,104,7,47,56,47-55,48,56,48-56,9,N,CTermNo,LbezNr,trim(substring($1::text FROM 48 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t532,8,bjvon,varchar(6),532,CV Types,104,8,56,62,56-61,57,62,57-62,6,N,ModYFrom,BJvon,trim(substring($1::text FROM 57 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t532,9,bjbis,varchar(6),532,CV Types,104,9,62,68,62-67,63,68,63-68,6,N,ModYTo,BJbis,trim(substring($1::text FROM 63 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t532,10,bauart,varchar(3),532,CV Types,104,10,68,71,68-70,69,71,69-71,3,N,BodyType,Bauart,trim(substring($1::text FROM 69 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t532,11,motart,varchar(3),532,CV Types,104,11,71,74,71-73,72,74,72-74,3,N,EngType,Motart,trim(substring($1::text FROM 72 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t532,12,kwvon,varchar(4),532,CV Types,104,12,74,78,74-77,75,78,75-78,4,N,KWFrom,KWvon,trim(substring($1::text FROM 75 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t532,13,kwbis,varchar(4),532,CV Types,104,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t532,14,psvon,varchar(4),532,CV Types,104,14,82,86,82-85,83,86,83-86,4,N,HPFrom,PSvon,trim(substring($1::text FROM 83 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t532,15,psbis,varchar(4),532,CV Types,104,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t532,16,ccmtech,varchar(5),532,CV Types,104,16,90,95,90-94,91,95,91-95,5,N,CcmTech,CcmTech,trim(substring($1::text FROM 91 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t532,17,tonnage,varchar(5),532,CV Types,104,17,95,100,95-99,96,100,96-100,5,N,Tonnage,Tonnage,trim(substring($1::text FROM 96 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t532,18,axleconfig,varchar(3),532,CV Types,104,18,100,103,100-102,101,103,101-103,3,N,AxleConfig,Achsconfig,trim(substring($1::text FROM 101 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t532,19,delete,varchar(1),532,CV Types,104,19,103,104,103-103,104,104,104-104,1,N,Delete,Delete,trim(substring($1::text FROM 104 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t532,20,lflag,varchar(1),532,CV Types,104,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t533,1,reserviert,varchar(22),533,CV Types Country Restrictions,42,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserved,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t533,2,dlnr,varchar(4),533,CV Types Country Restrictions,42,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t533,3,sa,varchar(3),533,CV Types Country Restrictions,42,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t533,4,ktypnr,integer,533,CV Types Country Restrictions,42,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t533,5,lkz,varchar(3),533,CV Types Country Restrictions,42,5,38,41,38-40,39,41,39-41,3,C,CountryCode,LKZ,trim(substring($1::text FROM 39 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t533,6,exclude,varchar,533,CV Types Country Restrictions,42,6,41,42,41-41,42,42,42-42,1,N,Exclude,Exclude,trim(substring($1::text FROM 42 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t533,7,losch_flag,varchar(1),533,CV Types Country Restrictions,42,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
